Order ID,Product,Quantity Ordered,Price Each
179024,Google Phone,1,600.0
179025,Flatscreen TV,1,300.0
179026,AAA Batteries (4-pack),1,2.99
179027,27in 4K Gaming Monitor,1,389.99
179028,27in 4K Gaming Monitor,1,389.99
179028,Bose SoundSport Headphones,1,99.99
179029,Bose SoundSport Headphones,1,99.99
179030,34in Ultrawide Monitor,1,379.99
179031,Lightning Charging Cable,1,14.95
179032,USB-C Charging Cable,1,11.95
179033,Lightning Charging Cable,1,14.95
179034,Flatscreen TV,1,300.0
179035,34in Ultrawide Monitor,1,379.99
179036,AA Batteries (4-pack),1,3.84
179037,Apple Airpods Headphones,1,150.0
179038,Wired Headphones,2,11.99
179039,Wired Headphones,1,11.99
179040,34in Ultrawide Monitor,1,379.99
179041,Wired Headphones,1,11.99
179042,AAA Batteries (4-pack),1,2.99
179043,AA Batteries (4-pack),1,3.84
179044,AAA Batteries (4-pack),1,2.99
179045,Bose SoundSport Headphones,1,99.99
179046,AA Batteries (4-pack),2,3.84
179047,20in Monitor,1,109.99
179048,27in FHD Monitor,1,149.99
179049,20in Monitor,1,109.99
179050,Bose SoundSport Headphones,1,99.99
179051,Apple Airpods Headphones,1,150.0
179052,20in Monitor,1,109.99
179053,Apple Airpods Headphones,1,150.0
179054,Google Phone,1,600.0
179055,USB-C Charging Cable,1,11.95
179056,Vareebadd Phone,1,400.0
179057,Google Phone,1,600.0
179057,USB-C Charging Cable,1,11.95
179058,Apple Airpods Headphones,1,150.0
179059,Apple Airpods Headphones,1,150.0
179060,ThinkPad Laptop,1,999.99
179061,AA Batteries (4-pack),2,3.84
179062,Lightning Charging Cable,2,14.95
179063,AAA Batteries (4-pack),2,2.99
179064,AAA Batteries (4-pack),1,2.99
179065,Lightning Charging Cable,1,14.95
179066,Lightning Charging Cable,1,14.95
179067,27in FHD Monitor,1,149.99
179068,Bose SoundSport Headphones,1,99.99
179069,Apple Airpods Headphones,1,150.0
179070,AA Batteries (4-pack),4,3.84
179071,AA Batteries (4-pack),1,3.84
179072,AAA Batteries (4-pack),1,2.99
179073,Wired Headphones,1,11.99
179074,AA Batteries (4-pack),1,3.84
179075,Wired Headphones,1,11.99
179076,Google Phone,1,600.0
179076,USB-C Charging Cable,1,11.95
179077,Wired Headphones,1,11.99
179078,Bose SoundSport Headphones,1,99.99
179079,AAA Batteries (4-pack),1,2.99
179080,Apple Airpods Headphones,1,150.0
179081,27in FHD Monitor,1,149.99
179082,USB-C Charging Cable,1,11.95
179083,Google Phone,1,600.0
179084,AAA Batteries (4-pack),1,2.99
179085,Lightning Charging Cable,1,14.95
179086,Wired Headphones,1,11.99
179087,27in FHD Monitor,1,149.99
179088,AAA Batteries (4-pack),1,2.99
179089,AAA Batteries (4-pack),1,2.99
179090,Apple Airpods Headphones,1,150.0
179091,27in 4K Gaming Monitor,1,389.99
179092,USB-C Charging Cable,1,11.95
179093,AA Batteries (4-pack),1,3.84
179094,Apple Airpods Headphones,1,150.0
179095,Wired Headphones,1,11.99
179096,USB-C Charging Cable,1,11.95
179097,Apple Airpods Headphones,1,150.0
179098,Lightning Charging Cable,1,14.95
179099,Flatscreen TV,1,300.0
179100,USB-C Charging Cable,1,11.95
179101,USB-C Charging Cable,1,11.95
179102,iPhone,1,700.0
179103,Flatscreen TV,1,300.0
179104,Lightning Charging Cable,1,14.95
179105,iPhone,1,700.0
179106,iPhone,1,700.0
179107,Google Phone,1,600.0
179108,Lightning Charging Cable,1,14.95
179108,AAA Batteries (4-pack),1,2.99
179109,Flatscreen TV,1,300.0
179110,Bose SoundSport Headphones,1,99.99
179111,Wired Headphones,1,11.99
179112,Bose SoundSport Headphones,1,99.99
179113,AA Batteries (4-pack),3,3.84
179114,Lightning Charging Cable,1,14.95
179115,Flatscreen TV,1,300.0
179116,Wired Headphones,1,11.99
179117,USB-C Charging Cable,2,11.95
179118,Lightning Charging Cable,2,14.95
179119,iPhone,1,700.0
179120,AA Batteries (4-pack),3,3.84
179121,Wired Headphones,1,11.99
179122,27in FHD Monitor,1,149.99
179123,27in FHD Monitor,1,149.99
179124,27in FHD Monitor,1,149.99
179125,AAA Batteries (4-pack),2,2.99
179126,Wired Headphones,1,11.99
179127,Lightning Charging Cable,1,14.95
179128,iPhone,1,700.0
179128,Apple Airpods Headphones,1,150.0
179129,iPhone,1,700.0
179130,27in FHD Monitor,1,149.99
179131,Lightning Charging Cable,1,14.95
179132,Wired Headphones,1,11.99
179133,AAA Batteries (4-pack),1,2.99
179134,Apple Airpods Headphones,1,150.0
179135,Bose SoundSport Headphones,1,99.99
179136,USB-C Charging Cable,1,11.95
179137,Macbook Pro Laptop,1,1700.0
179138,Bose SoundSport Headphones,1,99.99
179139,USB-C Charging Cable,1,11.95
179140,AA Batteries (4-pack),1,3.84
179141,Wired Headphones,1,11.99
179142,27in 4K Gaming Monitor,1,389.99
179143,USB-C Charging Cable,1,11.95
179144,34in Ultrawide Monitor,1,379.99
179145,27in FHD Monitor,1,149.99
179146,USB-C Charging Cable,1,11.95
179147,USB-C Charging Cable,1,11.95
179148,ThinkPad Laptop,1,999.99
179149,Wired Headphones,1,11.99
179150,Bose SoundSport Headphones,1,99.99
179151,Wired Headphones,2,11.99
179152,USB-C Charging Cable,1,11.95
179153,AAA Batteries (4-pack),2,2.99
179154,Lightning Charging Cable,1,14.95
179155,Wired Headphones,1,11.99
179156,AAA Batteries (4-pack),2,2.99
179157,Google Phone,1,600.0
179158,Macbook Pro Laptop,1,1700.0
179159,Lightning Charging Cable,1,14.95
179160,AA Batteries (4-pack),2,3.84
179161,27in 4K Gaming Monitor,1,389.99
179162,Google Phone,1,600.0
179162,USB-C Charging Cable,1,11.95
179163,AAA Batteries (4-pack),1,2.99
179164,Macbook Pro Laptop,1,1700.0
179165,Lightning Charging Cable,1,14.95
179166,Lightning Charging Cable,1,14.95
179167,34in Ultrawide Monitor,1,379.99
179168,Wired Headphones,1,11.99
179169,34in Ultrawide Monitor,1,379.99
179170,34in Ultrawide Monitor,1,379.99
179171,AAA Batteries (4-pack),3,2.99
179172,Lightning Charging Cable,1,14.95
179173,Bose SoundSport Headphones,1,99.99
179174,LG Washing Machine,1,600.0
179175,AAA Batteries (4-pack),1,2.99
179176,AAA Batteries (4-pack),1,2.99
179177,USB-C Charging Cable,1,11.95
179178,27in FHD Monitor,1,149.99
179179,Bose SoundSport Headphones,1,99.99
179180,27in 4K Gaming Monitor,1,389.99
179181,USB-C Charging Cable,1,11.95
179182,AA Batteries (4-pack),1,3.84
179183,Bose SoundSport Headphones,1,99.99
179184,Vareebadd Phone,1,400.0
179185,Wired Headphones,1,11.99
179186,ThinkPad Laptop,1,999.99
179187,Lightning Charging Cable,1,14.95
179188,34in Ultrawide Monitor,1,379.99
179189,Apple Airpods Headphones,1,150.0
179190,iPhone,1,700.0
179191,Wired Headphones,1,11.99
179192,AAA Batteries (4-pack),3,2.99
179193,AAA Batteries (4-pack),1,2.99
179194,ThinkPad Laptop,1,999.99
179195,USB-C Charging Cable,1,11.95
179196,USB-C Charging Cable,1,11.95
179197,USB-C Charging Cable,1,11.95
179198,Wired Headphones,1,11.99
179199,Flatscreen TV,1,300.0
179200,Lightning Charging Cable,1,14.95
179201,Apple Airpods Headphones,1,150.0
179202,AA Batteries (4-pack),2,3.84
179203,AA Batteries (4-pack),1,3.84
179204,AAA Batteries (4-pack),2,2.99
179205,34in Ultrawide Monitor,1,379.99
179206,Wired Headphones,1,11.99
179207,34in Ultrawide Monitor,1,379.99
179208,AA Batteries (4-pack),1,3.84
179209,AA Batteries (4-pack),1,3.84
179210,AA Batteries (4-pack),1,3.84
179211,Wired Headphones,1,11.99
179212,Lightning Charging Cable,2,14.95
179213,Wired Headphones,1,11.99
179214,Apple Airpods Headphones,1,150.0
179215,Bose SoundSport Headphones,1,99.99
179216,27in 4K Gaming Monitor,1,389.99
179217,Bose SoundSport Headphones,1,99.99
179218,Lightning Charging Cable,1,14.95
179219,Lightning Charging Cable,2,14.95
179220,34in Ultrawide Monitor,1,379.99
179221,Lightning Charging Cable,1,14.95
179222,Macbook Pro Laptop,1,1700.0
179223,34in Ultrawide Monitor,1,379.99
179224,Lightning Charging Cable,1,14.95
179225,20in Monitor,1,109.99
179226,34in Ultrawide Monitor,1,379.99
179226,Macbook Pro Laptop,1,1700.0
179227,Apple Airpods Headphones,1,150.0
179228,27in FHD Monitor,1,149.99
179229,27in FHD Monitor,1,149.99
179230,AA Batteries (4-pack),1,3.84
179231,Apple Airpods Headphones,1,150.0
179232,Macbook Pro Laptop,1,1700.0
179233,Bose SoundSport Headphones,1,99.99
179234,Lightning Charging Cable,1,14.95
179235,27in 4K Gaming Monitor,1,389.99
179236,Lightning Charging Cable,1,14.95
179237,Google Phone,1,600.0
179238,Flatscreen TV,1,300.0
179239,AA Batteries (4-pack),2,3.84
179240,Apple Airpods Headphones,1,150.0
179241,USB-C Charging Cable,2,11.95
179242,Macbook Pro Laptop,1,1700.0
179243,Wired Headphones,2,11.99
179244,AAA Batteries (4-pack),1,2.99
179245,Bose SoundSport Headphones,1,99.99
179246,Lightning Charging Cable,2,14.95
179247,AA Batteries (4-pack),1,3.84
179248,AA Batteries (4-pack),1,3.84
179249,Wired Headphones,1,11.99
179250,Bose SoundSport Headphones,1,99.99
179251,Wired Headphones,1,11.99
179252,AA Batteries (4-pack),1,3.84
179253,AAA Batteries (4-pack),1,2.99
179254,Wired Headphones,1,11.99
179255,Lightning Charging Cable,1,14.95
179256,Lightning Charging Cable,1,14.95
179257,Wired Headphones,1,11.99
179258,AAA Batteries (4-pack),2,2.99
179259,34in Ultrawide Monitor,1,379.99
179260,AA Batteries (4-pack),1,3.84
179261,Apple Airpods Headphones,1,150.0
179262,USB-C Charging Cable,1,11.95
179263,Lightning Charging Cable,1,14.95
179264,AA Batteries (4-pack),1,3.84
179265,USB-C Charging Cable,1,11.95
179266,USB-C Charging Cable,1,11.95
179267,27in FHD Monitor,1,149.99
179268,AA Batteries (4-pack),1,3.84
179269,USB-C Charging Cable,1,11.95
179270,iPhone,1,700.0
179270,Lightning Charging Cable,1,14.95
179271,Apple Airpods Headphones,1,150.0
179272,AA Batteries (4-pack),1,3.84
179273,Lightning Charging Cable,1,14.95
179274,20in Monitor,1,109.99
179275,AA Batteries (4-pack),1,3.84
179276,AA Batteries (4-pack),1,3.84
179277,AA Batteries (4-pack),1,3.84
179278,Apple Airpods Headphones,2,150.0
179279,20in Monitor,1,109.99
179280,iPhone,1,700.0
179281,Macbook Pro Laptop,1,1700.0
179282,Flatscreen TV,1,300.0
179283,Google Phone,1,600.0
179284,USB-C Charging Cable,1,11.95
179285,34in Ultrawide Monitor,1,379.99
179286,AA Batteries (4-pack),1,3.84
179287,Flatscreen TV,1,300.0
179288,Lightning Charging Cable,1,14.95
179289,iPhone,1,700.0
179290,27in FHD Monitor,1,149.99
179291,Lightning Charging Cable,1,14.95
179292,AAA Batteries (4-pack),1,2.99
179293,USB-C Charging Cable,1,11.95
179294,Lightning Charging Cable,1,14.95
179295,27in 4K Gaming Monitor,1,389.99
179296,Apple Airpods Headphones,1,150.0
179297,Lightning Charging Cable,1,14.95
179298,27in 4K Gaming Monitor,1,389.99
179299,USB-C Charging Cable,1,11.95
179300,Wired Headphones,1,11.99
179301,27in 4K Gaming Monitor,1,389.99
179302,Lightning Charging Cable,1,14.95
179303,Wired Headphones,1,11.99
179304,34in Ultrawide Monitor,1,379.99
179305,Wired Headphones,2,11.99
179306,AAA Batteries (4-pack),1,2.99
179307,34in Ultrawide Monitor,1,379.99
179308,Apple Airpods Headphones,2,150.0
179309,USB-C Charging Cable,1,11.95
179310,USB-C Charging Cable,2,11.95
179311,Wired Headphones,2,11.99
179311,USB-C Charging Cable,1,11.95
179312,Bose SoundSport Headphones,1,99.99
179313,Apple Airpods Headphones,1,150.0
179314,34in Ultrawide Monitor,1,379.99
179315,AA Batteries (4-pack),1,3.84
179316,Wired Headphones,1,11.99
179317,ThinkPad Laptop,1,999.99
179318,AA Batteries (4-pack),1,3.84
179319,Bose SoundSport Headphones,1,99.99
179320,AA Batteries (4-pack),1,3.84
179321,USB-C Charging Cable,1,11.95
179322,USB-C Charging Cable,1,11.95
179323,AAA Batteries (4-pack),1,2.99
179324,Lightning Charging Cable,1,14.95
179325,LG Washing Machine,1,600.0
179326,Lightning Charging Cable,1,14.95
179327,Lightning Charging Cable,1,14.95
179328,Wired Headphones,1,11.99
179328,AA Batteries (4-pack),1,3.84
179329,Bose SoundSport Headphones,1,99.99
179330,Google Phone,1,600.0
179331,20in Monitor,1,109.99
179332,Flatscreen TV,1,300.0
179333,Bose SoundSport Headphones,1,99.99
179334,iPhone,1,700.0
179335,AA Batteries (4-pack),1,3.84
179336,AAA Batteries (4-pack),1,2.99
179337,Wired Headphones,1,11.99
179338,USB-C Charging Cable,1,11.95
179339,AAA Batteries (4-pack),1,2.99
179340,Macbook Pro Laptop,1,1700.0
179340,Apple Airpods Headphones,1,150.0
179341,Apple Airpods Headphones,1,150.0
179342,Lightning Charging Cable,1,14.95
179343,Flatscreen TV,1,300.0
179344,USB-C Charging Cable,1,11.95
179345,Apple Airpods Headphones,1,150.0
179346,27in FHD Monitor,1,149.99
179347,Bose SoundSport Headphones,1,99.99
179348,USB-C Charging Cable,1,11.95
179349,20in Monitor,1,109.99
179350,Wired Headphones,1,11.99
179351,27in 4K Gaming Monitor,1,389.99
179352,Lightning Charging Cable,1,14.95
179353,Wired Headphones,1,11.99
179354,USB-C Charging Cable,1,11.95
179355,27in FHD Monitor,1,149.99
179356,USB-C Charging Cable,2,11.95
179357,Google Phone,1,600.0
179357,USB-C Charging Cable,1,11.95
179358,AAA Batteries (4-pack),3,2.99
179359,Wired Headphones,1,11.99
179360,Wired Headphones,1,11.99
179361,AA Batteries (4-pack),1,3.84
179362,AAA Batteries (4-pack),2,2.99
179363,AAA Batteries (4-pack),1,2.99
179364,AA Batteries (4-pack),1,3.84
179365,AA Batteries (4-pack),2,3.84
179366,27in FHD Monitor,1,149.99
179367,AAA Batteries (4-pack),3,2.99
179368,Google Phone,1,600.0
179369,ThinkPad Laptop,1,999.99
179370,Lightning Charging Cable,1,14.95
179371,Wired Headphones,1,11.99
179372,Google Phone,1,600.0
179373,iPhone,1,700.0
179374,Wired Headphones,1,11.99
179375,AAA Batteries (4-pack),1,2.99
179376,AA Batteries (4-pack),1,3.84
179377,USB-C Charging Cable,1,11.95
179377,AA Batteries (4-pack),1,3.84
179378,AA Batteries (4-pack),1,3.84
179379,Google Phone,1,600.0
179379,Bose SoundSport Headphones,1,99.99
179380,Apple Airpods Headphones,1,150.0
179381,Lightning Charging Cable,1,14.95
179382,Apple Airpods Headphones,1,150.0
179383,AA Batteries (4-pack),1,3.84
179384,AAA Batteries (4-pack),5,2.99
179385,Lightning Charging Cable,1,14.95
179386,Apple Airpods Headphones,1,150.0
179387,Bose SoundSport Headphones,1,99.99
179388,iPhone,1,700.0
179389,34in Ultrawide Monitor,1,379.99
179390,AA Batteries (4-pack),1,3.84
179391,Bose SoundSport Headphones,1,99.99
179392,AAA Batteries (4-pack),1,2.99
179393,AAA Batteries (4-pack),3,2.99
179394,Bose SoundSport Headphones,1,99.99
179395,Lightning Charging Cable,1,14.95
179396,AAA Batteries (4-pack),1,2.99
179397,Bose SoundSport Headphones,1,99.99
179398,AAA Batteries (4-pack),1,2.99
179399,AA Batteries (4-pack),2,3.84
179400,Macbook Pro Laptop,1,1700.0
179401,USB-C Charging Cable,1,11.95
179402,27in 4K Gaming Monitor,1,389.99
179403,AA Batteries (4-pack),1,3.84
179404,Bose SoundSport Headphones,1,99.99
179405,Bose SoundSport Headphones,1,99.99
179406,Google Phone,1,600.0
179407,Wired Headphones,1,11.99
179408,USB-C Charging Cable,1,11.95
179409,34in Ultrawide Monitor,1,379.99
179410,AAA Batteries (4-pack),1,2.99
179411,34in Ultrawide Monitor,1,379.99
179412,Google Phone,1,600.0
179413,AAA Batteries (4-pack),2,2.99
179414,AAA Batteries (4-pack),2,2.99
179415,Macbook Pro Laptop,1,1700.0
179416,AAA Batteries (4-pack),2,2.99
179417,Macbook Pro Laptop,1,1700.0
179418,iPhone,1,700.0
179419,Wired Headphones,1,11.99
179420,Wired Headphones,1,11.99
179421,Google Phone,1,600.0
179422,Wired Headphones,1,11.99
179423,Flatscreen TV,1,300.0
179424,Bose SoundSport Headphones,1,99.99
179425,AA Batteries (4-pack),1,3.84
179426,ThinkPad Laptop,1,999.99
179427,Lightning Charging Cable,2,14.95
179428,Lightning Charging Cable,1,14.95
179429,Lightning Charging Cable,1,14.95
179430,AAA Batteries (4-pack),1,2.99
179431,AA Batteries (4-pack),1,3.84
179432,Apple Airpods Headphones,1,150.0
179433,Apple Airpods Headphones,1,150.0
179434,Macbook Pro Laptop,1,1700.0
179434,20in Monitor,1,109.99
179435,LG Washing Machine,1,600.0
179436,Lightning Charging Cable,1,14.95
179437,34in Ultrawide Monitor,1,379.99
179438,iPhone,1,700.0
179439,AAA Batteries (4-pack),2,2.99
179440,Lightning Charging Cable,1,14.95
179441,USB-C Charging Cable,1,11.95
179442,Wired Headphones,1,11.99
179443,27in 4K Gaming Monitor,1,389.99
179444,Wired Headphones,1,11.99
179445,Bose SoundSport Headphones,1,99.99
179446,AAA Batteries (4-pack),3,2.99
179447,Wired Headphones,1,11.99
179448,Lightning Charging Cable,1,14.95
179449,Wired Headphones,1,11.99
179450,Lightning Charging Cable,1,14.95
179451,AAA Batteries (4-pack),1,2.99
179452,AAA Batteries (4-pack),1,2.99
179453,iPhone,1,700.0
179453,Wired Headphones,1,11.99
179454,Wired Headphones,1,11.99
179455,USB-C Charging Cable,1,11.95
179456,AA Batteries (4-pack),1,3.84
179457,Apple Airpods Headphones,1,150.0
179458,Apple Airpods Headphones,1,150.0
179459,Wired Headphones,1,11.99
179460,Lightning Charging Cable,1,14.95
179461,Bose SoundSport Headphones,1,99.99
179462,AAA Batteries (4-pack),1,2.99
179463,Apple Airpods Headphones,1,150.0
179464,Wired Headphones,2,11.99
179465,34in Ultrawide Monitor,1,379.99
179466,Bose SoundSport Headphones,1,99.99
179467,Bose SoundSport Headphones,1,99.99
179468,Google Phone,1,600.0
179469,AA Batteries (4-pack),3,3.84
179470,AA Batteries (4-pack),2,3.84
179471,34in Ultrawide Monitor,1,379.99
179472,Apple Airpods Headphones,1,150.0
179473,Bose SoundSport Headphones,1,99.99
179474,USB-C Charging Cable,2,11.95
179475,Google Phone,1,600.0
179476,USB-C Charging Cable,1,11.95
179477,AAA Batteries (4-pack),1,2.99
179478,20in Monitor,1,109.99
179479,Flatscreen TV,1,300.0
179480,LG Dryer,1,600.0
179481,Bose SoundSport Headphones,1,99.99
179482,Apple Airpods Headphones,1,150.0
179483,AAA Batteries (4-pack),1,2.99
179484,USB-C Charging Cable,1,11.95
179485,Vareebadd Phone,1,400.0
179485,USB-C Charging Cable,1,11.95
179486,34in Ultrawide Monitor,1,379.99
179487,Bose SoundSport Headphones,1,99.99
179488,Lightning Charging Cable,1,14.95
179489,USB-C Charging Cable,1,11.95
179490,USB-C Charging Cable,1,11.95
179491,LG Dryer,1,600.0
179492,Lightning Charging Cable,1,14.95
179493,Apple Airpods Headphones,1,150.0
179494,Wired Headphones,2,11.99
179495,AA Batteries (4-pack),1,3.84
179496,iPhone,1,700.0
179497,USB-C Charging Cable,1,11.95
179498,Flatscreen TV,1,300.0
179499,USB-C Charging Cable,1,11.95
179500,Macbook Pro Laptop,1,1700.0
179501,Apple Airpods Headphones,1,150.0
179502,LG Dryer,1,600.0
179503,27in FHD Monitor,1,149.99
179504,AAA Batteries (4-pack),1,2.99
179505,Flatscreen TV,1,300.0
179506,Apple Airpods Headphones,1,150.0
179507,Flatscreen TV,1,300.0
179508,Wired Headphones,1,11.99
179509,Apple Airpods Headphones,1,150.0
179510,AA Batteries (4-pack),1,3.84
179511,AA Batteries (4-pack),1,3.84
179512,Wired Headphones,1,11.99
179513,Macbook Pro Laptop,1,1700.0
179514,Google Phone,1,600.0
179514,USB-C Charging Cable,1,11.95
179515,27in FHD Monitor,1,149.99
179516,AAA Batteries (4-pack),1,2.99
179517,27in 4K Gaming Monitor,1,389.99
179518,USB-C Charging Cable,1,11.95
179519,Lightning Charging Cable,1,14.95
179520,Apple Airpods Headphones,1,150.0
179521,Google Phone,1,600.0
179522,Wired Headphones,1,11.99
179523,USB-C Charging Cable,1,11.95
179524,Lightning Charging Cable,1,14.95
179525,27in FHD Monitor,1,149.99
179526,AAA Batteries (4-pack),2,2.99
179527,27in FHD Monitor,1,149.99
179528,27in FHD Monitor,1,149.99
179529,34in Ultrawide Monitor,1,379.99
179530,Google Phone,1,600.0
179530,USB-C Charging Cable,1,11.95
179531,Apple Airpods Headphones,1,150.0
179532,Lightning Charging Cable,1,14.95
179533,USB-C Charging Cable,1,11.95
179534,AA Batteries (4-pack),1,3.84
179535,20in Monitor,1,109.99
179536,USB-C Charging Cable,1,11.95
179537,27in FHD Monitor,1,149.99
179538,Vareebadd Phone,1,400.0
179538,Bose SoundSport Headphones,1,99.99
179539,27in FHD Monitor,1,149.99
179540,iPhone,1,700.0
179540,Lightning Charging Cable,1,14.95
179541,Bose SoundSport Headphones,1,99.99
179542,Bose SoundSport Headphones,1,99.99
179543,Wired Headphones,1,11.99
179544,Wired Headphones,1,11.99
179544,Flatscreen TV,1,300.0
179545,AAA Batteries (4-pack),1,2.99
179546,Apple Airpods Headphones,1,150.0
179547,27in FHD Monitor,1,149.99
179548,AAA Batteries (4-pack),1,2.99
179549,Lightning Charging Cable,1,14.95
179550,ThinkPad Laptop,1,999.99
179551,27in FHD Monitor,1,149.99
179552,AAA Batteries (4-pack),2,2.99
179553,Lightning Charging Cable,1,14.95
179554,Wired Headphones,1,11.99
179555,Bose SoundSport Headphones,1,99.99
179556,AAA Batteries (4-pack),1,2.99
179557,AAA Batteries (4-pack),2,2.99
179558,AA Batteries (4-pack),1,3.84
179559,AA Batteries (4-pack),1,3.84
179560,AAA Batteries (4-pack),1,2.99
179561,USB-C Charging Cable,1,11.95
179562,Wired Headphones,1,11.99
179563,USB-C Charging Cable,1,11.95
179564,Lightning Charging Cable,1,14.95
179565,AAA Batteries (4-pack),1,2.99
179566,AA Batteries (4-pack),1,3.84
179567,AA Batteries (4-pack),1,3.84
179568,Macbook Pro Laptop,1,1700.0
179569,34in Ultrawide Monitor,1,379.99
179570,USB-C Charging Cable,1,11.95
179571,Bose SoundSport Headphones,1,99.99
179572,Bose SoundSport Headphones,1,99.99
179573,Google Phone,1,600.0
179574,USB-C Charging Cable,1,11.95
179575,USB-C Charging Cable,1,11.95
179576,AAA Batteries (4-pack),1,2.99
179577,Wired Headphones,1,11.99
179578,27in 4K Gaming Monitor,1,389.99
179579,27in 4K Gaming Monitor,1,389.99
179580,Lightning Charging Cable,1,14.95
179581,27in 4K Gaming Monitor,1,389.99
179582,Lightning Charging Cable,1,14.95
179583,Lightning Charging Cable,1,14.95
179584,AA Batteries (4-pack),1,3.84
179585,Flatscreen TV,1,300.0
179586,34in Ultrawide Monitor,1,379.99
179587,Wired Headphones,1,11.99
179588,AAA Batteries (4-pack),2,2.99
179589,AA Batteries (4-pack),1,3.84
179590,AAA Batteries (4-pack),2,2.99
179591,AAA Batteries (4-pack),2,2.99
179592,AAA Batteries (4-pack),2,2.99
179593,20in Monitor,1,109.99
179594,27in 4K Gaming Monitor,1,389.99
179595,LG Washing Machine,1,600.0
179596,Wired Headphones,1,11.99
179597,Wired Headphones,1,11.99
179598,AA Batteries (4-pack),1,3.84
179599,AAA Batteries (4-pack),2,2.99
179600,Google Phone,1,600.0
179601,Wired Headphones,1,11.99
179602,27in 4K Gaming Monitor,1,389.99
179603,27in 4K Gaming Monitor,1,389.99
179604,AAA Batteries (4-pack),3,2.99
179605,Vareebadd Phone,1,400.0
179606,AA Batteries (4-pack),3,3.84
179607,Macbook Pro Laptop,1,1700.0
179608,LG Washing Machine,1,600.0
179609,AA Batteries (4-pack),1,3.84
179610,Flatscreen TV,1,300.0
179611,AA Batteries (4-pack),1,3.84
179612,20in Monitor,1,109.99
179613,Wired Headphones,1,11.99
179614,27in FHD Monitor,1,149.99
179615,AAA Batteries (4-pack),1,2.99
179616,iPhone,1,700.0
179617,Apple Airpods Headphones,1,150.0
179618,iPhone,1,700.0
179619,AA Batteries (4-pack),5,3.84
179620,Lightning Charging Cable,1,14.95
179621,Lightning Charging Cable,1,14.95
179622,Apple Airpods Headphones,1,150.0
179623,AAA Batteries (4-pack),1,2.99
179624,AA Batteries (4-pack),1,3.84
179625,USB-C Charging Cable,1,11.95
179626,USB-C Charging Cable,1,11.95
179627,Wired Headphones,1,11.99
179628,Wired Headphones,2,11.99
179629,AA Batteries (4-pack),1,3.84
179630,Bose SoundSport Headphones,1,99.99
179631,Lightning Charging Cable,1,14.95
179632,20in Monitor,1,109.99
179633,AAA Batteries (4-pack),2,2.99
179634,AA Batteries (4-pack),1,3.84
179635,USB-C Charging Cable,1,11.95
179636,Macbook Pro Laptop,1,1700.0
179637,AA Batteries (4-pack),1,3.84
179638,USB-C Charging Cable,1,11.95
179639,AAA Batteries (4-pack),2,2.99
179640,Apple Airpods Headphones,1,150.0
179641,Lightning Charging Cable,1,14.95
179642,AAA Batteries (4-pack),1,2.99
179643,AA Batteries (4-pack),1,3.84
179644,34in Ultrawide Monitor,1,379.99
179645,Bose SoundSport Headphones,1,99.99
179646,AA Batteries (4-pack),1,3.84
179647,AAA Batteries (4-pack),1,2.99
179648,Bose SoundSport Headphones,1,99.99
179649,Apple Airpods Headphones,1,150.0
179650,iPhone,1,700.0
179651,27in 4K Gaming Monitor,1,389.99
179652,Apple Airpods Headphones,1,150.0
179653,AA Batteries (4-pack),3,3.84
179653,Flatscreen TV,1,300.0
179654,iPhone,1,700.0
179655,iPhone,1,700.0
179656,27in 4K Gaming Monitor,1,389.99
179657,27in FHD Monitor,1,149.99
179658,USB-C Charging Cable,1,11.95
179659,AA Batteries (4-pack),2,3.84
179660,27in FHD Monitor,1,149.99
179661,27in 4K Gaming Monitor,1,389.99
179662,AAA Batteries (4-pack),2,2.99
179663,USB-C Charging Cable,1,11.95
179664,Bose SoundSport Headphones,1,99.99
179665,AAA Batteries (4-pack),2,2.99
179666,Bose SoundSport Headphones,1,99.99
179667,Wired Headphones,1,11.99
179668,Lightning Charging Cable,1,14.95
179669,iPhone,1,700.0
179670,AA Batteries (4-pack),1,3.84
179671,AA Batteries (4-pack),2,3.84
179672,AA Batteries (4-pack),1,3.84
179673,Wired Headphones,2,11.99
179674,Lightning Charging Cable,1,14.95
179675,Macbook Pro Laptop,1,1700.0
179676,USB-C Charging Cable,1,11.95
179677,USB-C Charging Cable,2,11.95
179678,AA Batteries (4-pack),1,3.84
179679,USB-C Charging Cable,1,11.95
179680,Wired Headphones,1,11.99
179681,USB-C Charging Cable,2,11.95
179682,Apple Airpods Headphones,1,150.0
179683,Wired Headphones,1,11.99
179684,Wired Headphones,1,11.99
179685,Lightning Charging Cable,1,14.95
179686,Lightning Charging Cable,1,14.95
179687,Macbook Pro Laptop,1,1700.0
179688,Lightning Charging Cable,1,14.95
179689,AAA Batteries (4-pack),1,2.99
179690,Bose SoundSport Headphones,1,99.99
179691,AAA Batteries (4-pack),1,2.99
179692,Bose SoundSport Headphones,1,99.99
179693,27in FHD Monitor,1,149.99
179694,Wired Headphones,1,11.99
179695,Lightning Charging Cable,1,14.95
179696,iPhone,1,700.0
179697,AAA Batteries (4-pack),1,2.99
179698,USB-C Charging Cable,1,11.95
179699,Wired Headphones,1,11.99
179700,Wired Headphones,1,11.99
179701,AA Batteries (4-pack),1,3.84
179702,USB-C Charging Cable,1,11.95
179703,AA Batteries (4-pack),1,3.84
179704,20in Monitor,1,109.99
